measurement_id,product_id,factory_id,production_volume_units,defect_rate_ppm,total_water_footprint,total_carbon_footprint,waste_percentage,timestamp
FR_MSR_002499,FR_PRD_00218,FAC_FR_006,5419,14,1284303.0,3852.91,1.03,2023-03-08
FR_MSR_002500,FR_PRD_00549,FAC_FR_013,8483,88,4898932.5,14696.8,2.54,2023-02-20
FR_MSR_002501,FR_PRD_00633,FAC_FR_014,2325,128,275512.5,10561.31,4.54,2023-02-27
FR_MSR_002502,FR_PRD_00221,FAC_FR_002,96631,19,2976234.8,252979.96,1.47,2023-02-23
FR_MSR_002503,FR_PRD_00202,FAC_FR_019,2996,32,67230.24,4762.14,1.09,2023-08-24
FR_MSR_002504,FR_PRD_00835,FAC_FR_001,3530,112,1556730.0,4670.19,3.14,2024-09-15
FR_MSR_002505,FR_PRD_00883,FAC_FR_015,3630,44,75213.6,6393.16,1.47,2024-01-02
FR_MSR_002506,FR_PRD_00788,FAC_FR_013,7349,38,233992.16,19889.33,3.77,2024-08-12
FR_MSR_002507,FR_PRD_00475,FAC_FR_014,3939,133,1571661.0,4714.98,4.87,2024-01-10
FR_MSR_002508,FR_PRD_00767,FAC_FR_006,9008,101,3769848.0,11309.54,3.64,2024-03-03
FR_MSR_002509,FR_PRD_00812,FAC_FR_002,349818,74,195723171.0,587169.51,3.77,2023-05-07
FR_MSR_002510,FR_PRD_00936,FAC_FR_012,5179,53,177743.28,15108.18,4.95,2023-11-25
FR_MSR_002511,FR_PRD_00235,FAC_FR_005,7222,132,105441.2,7591.77,2.03,2024-01-16
FR_MSR_002512,FR_PRD_00141,FAC_FR_015,5080,86,544576.0,20421.6,3.24,2024-04-16
FR_MSR_002513,FR_PRD_00270,FAC_FR_014,255256,141,5462478.4,393298.44,4.83,2024-04-19
FR_MSR_002514,FR_PRD_00124,FAC_FR_010,9691,110,237235.68,16804.19,4.01,2024-03-27
FR_MSR_002515,FR_PRD_00050,FAC_FR_020,5153,31,524060.1,20088.97,2.24,2024-12-21
FR_MSR_002516,FR_PRD_00677,FAC_FR_020,2473,38,50943.8,3667.95,4.19,2023-04-26
FR_MSR_002517,FR_PRD_00862,FAC_FR_019,8711,141,3998349.0,11995.05,4.27,2024-12-08
FR_MSR_002518,FR_PRD_00794,FAC_FR_002,8746,121,149031.84,10556.42,4.72,2023-06-11
FR_MSR_002519,FR_PRD_00795,FAC_FR_013,51662,127,1301882.4,110660.0,4.31,2024-11-17
FR_MSR_002520,FR_PRD_00362,FAC_FR_005,173401,81,24137419.2,925267.74,3.27,2024-02-02
FR_MSR_002521,FR_PRD_00962,FAC_FR_015,8189,103,2751504.0,8254.51,2.6,2023-05-20
FR_MSR_002522,FR_PRD_00245,FAC_FR_012,8069,145,256271.44,21783.07,1.98,2024-01-23
FR_MSR_002523,FR_PRD_00453,FAC_FR_003,9673,129,2365048.5,7095.15,1.49,2023-04-25
FR_MSR_002524,FR_PRD_00551,FAC_FR_020,68407,128,1411920.48,100011.03,2.29,2024-03-10
FR_MSR_002525,FR_PRD_00036,FAC_FR_016,321428,127,7791414.72,551891.88,3.62,2023-04-05
FR_MSR_002526,FR_PRD_00259,FAC_FR_007,235507,141,76304268.0,228912.8,4.87,2023-06-30
FR_MSR_002527,FR_PRD_00317,FAC_FR_009,8070,79,3413610.0,10240.83,4.81,2023-12-17
FR_MSR_002528,FR_PRD_00590,FAC_FR_020,5492,16,2965680.0,8897.04,4.5,2024-09-25
FR_MSR_002529,FR_PRD_00311,FAC_FR_004,53012,146,1514022.72,128691.93,3.67,2023-04-10
FR_MSR_002530,FR_PRD_00677,FAC_FR_013,9468,148,195040.8,14042.94,4.71,2024-01-29
FR_MSR_002531,FR_PRD_00233,FAC_FR_003,8086,53,802939.8,30779.36,1.43,2024-04-09
FR_MSR_002532,FR_PRD_00992,FAC_FR_008,259199,92,122471527.5,367414.58,3.0,2024-12-01
FR_MSR_002533,FR_PRD_00121,FAC_FR_008,65209,93,22008037.5,66024.11,2.27,2024-02-01
FR_MSR_002534,FR_PRD_00480,FAC_FR_001,472672,114,45376512.0,1739432.96,3.91,2024-11-30
FR_MSR_002535,FR_PRD_00206,FAC_FR_020,6006,30,146306.16,10363.35,1.91,2023-03-14
FR_MSR_002536,FR_PRD_00351,FAC_FR_001,9002,105,3807846.0,11423.54,4.68,2023-02-12
FR_MSR_002537,FR_PRD_00661,FAC_FR_015,4946,111,2618907.0,7856.72,3.17,2024-02-24
FR_MSR_002538,FR_PRD_00615,FAC_FR_001,6441,148,2589282.0,7767.85,3.14,2023-05-19
FR_MSR_002539,FR_PRD_00915,FAC_FR_014,3127,96,1801152.0,5403.46,4.91,2023-06-17
FR_MSR_002540,FR_PRD_00486,FAC_FR_018,7587,24,190585.44,16199.76,3.93,2024-02-02
FR_MSR_002541,FR_PRD_00250,FAC_FR_006,6947,70,3522129.0,10566.39,3.9,2024-08-18
FR_MSR_002542,FR_PRD_00272,FAC_FR_008,447312,127,159019416.0,477058.25,3.8,2024-09-20
FR_MSR_002543,FR_PRD_00863,FAC_FR_011,3601,28,304644.6,11678.04,2.04,2023-05-29
FR_MSR_002544,FR_PRD_00216,FAC_FR_010,2181,61,52692.96,4478.9,2.98,2023-06-25
FR_MSR_002545,FR_PRD_00884,FAC_FR_017,438865,14,9655030.0,695162.16,1.59,2023-02-15
FR_MSR_002546,FR_PRD_00405,FAC_FR_005,7439,35,260067.44,22105.73,3.57,2023-11-17
FR_MSR_002547,FR_PRD_00472,FAC_FR_006,2031,50,700695.0,2102.08,4.45,2023-04-26
FR_MSR_002548,FR_PRD_00187,FAC_FR_008,9939,126,166975.2,14192.89,2.26,2023-11-05
FR_MSR_002549,FR_PRD_00263,FAC_FR_017,351971,27,121957951.5,365873.85,3.61,2024-09-27
FR_MSR_002550,FR_PRD_00001,FAC_FR_018,5448,26,849888.0,31870.8,2.43,2024-05-05
FR_MSR_002551,FR_PRD_00942,FAC_FR_006,2142,67,40440.96,3437.48,1.3,2024-12-10
FR_MSR_002552,FR_PRD_00560,FAC_FR_006,2171,148,1071388.5,3214.17,3.77,2024-04-05
FR_MSR_002553,FR_PRD_00180,FAC_FR_013,6741,94,903294.0,33873.52,2.84,2024-01-10
FR_MSR_002554,FR_PRD_00333,FAC_FR_011,279796,94,6558418.24,557465.55,1.46,2023-09-04
FR_MSR_002555,FR_PRD_00903,FAC_FR_013,112861,68,3485147.68,296237.55,4.95,2023-11-29
FR_MSR_002556,FR_PRD_00221,FAC_FR_020,399715,65,12311222.0,1046453.87,3.92,2024-03-25
FR_MSR_002557,FR_PRD_00661,FAC_FR_006,5631,18,2981614.5,8944.84,3.23,2024-01-07
FR_MSR_002558,FR_PRD_00193,FAC_FR_016,328482,69,95095539.0,285286.62,1.64,2024-05-22
FR_MSR_002559,FR_PRD_00694,FAC_FR_010,3327,85,1961266.5,5883.8,3.0,2024-02-04
FR_MSR_002560,FR_PRD_00900,FAC_FR_020,2221,89,59878.16,5089.64,4.5,2024-07-07
FR_MSR_002561,FR_PRD_00774,FAC_FR_009,5600,52,1629600.0,4888.8,1.67,2023-02-27
FR_MSR_002562,FR_PRD_00040,FAC_FR_012,252440,31,5250752.0,446313.92,2.02,2024-10-26
FR_MSR_002563,FR_PRD_00685,FAC_FR_018,213037,50,7447773.52,633060.75,3.85,2023-11-13
FR_MSR_002564,FR_PRD_00927,FAC_FR_018,2191,129,943225.5,2829.68,4.82,2024-06-20
FR_MSR_002565,FR_PRD_00300,FAC_FR_016,8112,43,4027608.0,12082.82,3.82,2024-02-06
FR_MSR_002566,FR_PRD_00106,FAC_FR_009,6103,13,117177.6,9960.1,2.62,2023-10-07
FR_MSR_002567,FR_PRD_00117,FAC_FR_008,275654,119,160844109.0,482532.33,3.23,2024-07-11
FR_MSR_002568,FR_PRD_00053,FAC_FR_006,459313,61,156396076.5,469188.23,1.64,2023-03-18
FR_MSR_002569,FR_PRD_00575,FAC_FR_013,4412,41,999318.0,2997.95,4.88,2024-08-30
FR_MSR_002570,FR_PRD_00378,FAC_FR_020,8195,74,1196470.0,44867.62,1.79,2024-07-02
FR_MSR_002571,FR_PRD_00991,FAC_FR_017,3018,150,1733841.0,5201.52,4.49,2023-06-05
FR_MSR_002572,FR_PRD_00688,FAC_FR_016,8499,88,4538466.0,13615.4,2.25,2024-08-02
FR_MSR_002573,FR_PRD_00840,FAC_FR_018,9650,41,201685.0,14521.32,3.04,2024-08-04
FR_MSR_002574,FR_PRD_00562,FAC_FR_020,6841,81,1173915.6,44021.84,3.57,2023-03-08
FR_MSR_002575,FR_PRD_00453,FAC_FR_018,6345,111,1551352.5,4654.06,4.94,2024-09-28
FR_MSR_002576,FR_PRD_00783,FAC_FR_016,345774,46,7524042.24,639543.59,4.42,2023-09-03
FR_MSR_002577,FR_PRD_00380,FAC_FR_015,207676,52,5283277.44,449078.58,3.29,2023-04-23
FR_MSR_002578,FR_PRD_00042,FAC_FR_005,4403,85,1750192.5,5250.58,1.52,2023-11-19
FR_MSR_002579,FR_PRD_00793,FAC_FR_014,8105,97,2103247.5,6309.74,2.81,2024-05-24
FR_MSR_002580,FR_PRD_00617,FAC_FR_003,66788,125,1634970.24,115810.39,2.03,2024-02-13
FR_MSR_002581,FR_PRD_00015,FAC_FR_007,302643,97,3601451.7,259304.52,4.03,2023-12-22
FR_MSR_002582,FR_PRD_00401,FAC_FR_008,142866,37,1485806.4,106978.06,4.23,2024-02-02
FR_MSR_002583,FR_PRD_00628,FAC_FR_003,7316,55,1240793.6,46529.76,4.55,2023-08-21
FR_MSR_002584,FR_PRD_00853,FAC_FR_008,4262,37,105697.6,8984.3,1.61,2023-08-31
FR_MSR_002585,FR_PRD_00538,FAC_FR_010,5375,36,3200812.5,9602.44,2.39,2024-04-27
FR_MSR_002586,FR_PRD_00074,FAC_FR_007,448184,135,240674808.0,722024.42,4.86,2024-01-05
FR_MSR_002587,FR_PRD_00898,FAC_FR_002,2593,26,34538.76,2446.5,3.35,2024-09-16
FR_MSR_002588,FR_PRD_00058,FAC_FR_020,4845,133,86047.2,6095.01,4.29,2024-10-09
FR_MSR_002589,FR_PRD_00184,FAC_FR_002,415385,65,38755420.5,1485624.45,1.79,2024-02-28
FR_MSR_002590,FR_PRD_00959,FAC_FR_012,92498,132,1687163.52,119507.42,1.81,2024-09-20
FR_MSR_002591,FR_PRD_00559,FAC_FR_003,3010,105,1155840.0,3467.52,1.21,2024-06-27
FR_MSR_002592,FR_PRD_00343,FAC_FR_012,9348,43,1734988.8,65062.08,4.1,2024-06-27
FR_MSR_002593,FR_PRD_00885,FAC_FR_007,6517,33,2815344.0,8446.03,3.72,2023-10-13
FR_MSR_002594,FR_PRD_00519,FAC_FR_010,4279,36,1964061.0,5892.18,3.5,2024-10-25
FR_MSR_002595,FR_PRD_00919,FAC_FR_012,3988,15,97307.2,7006.12,4.12,2024-12-22
FR_MSR_002596,FR_PRD_00683,FAC_FR_010,5518,116,2863842.0,8591.53,2.0,2023-02-04
FR_MSR_002597,FR_PRD_00860,FAC_FR_003,8593,79,4678888.5,14036.67,1.95,2023-01-12
FR_MSR_002598,FR_PRD_00363,FAC_FR_012,7337,42,3499749.0,10499.25,2.8,2024-12-27
FR_MSR_002599,FR_PRD_00773,FAC_FR_013,124621,99,37947094.5,113841.28,2.24,2024-04-18
FR_MSR_002600,FR_PRD_00827,FAC_FR_006,4287,31,70306.8,5976.08,4.15,2023-08-13
FR_MSR_002601,FR_PRD_00182,FAC_FR_012,144332,84,28115873.6,1054345.26,1.02,2024-10-27
FR_MSR_002602,FR_PRD_00456,FAC_FR_018,332419,94,8217397.68,582065.67,1.97,2024-05-21
FR_MSR_002603,FR_PRD_00061,FAC_FR_003,8874,108,2209626.0,6628.88,3.51,2023-05-13
FR_MSR_002604,FR_PRD_00011,FAC_FR_018,6695,26,160680.0,11568.96,3.31,2023-09-06
FR_MSR_002605,FR_PRD_00153,FAC_FR_007,2183,144,45581.04,3874.39,1.11,2024-11-07
FR_MSR_002606,FR_PRD_00528,FAC_FR_009,4837,55,489504.4,18356.42,4.97,2024-02-04
FR_MSR_002607,FR_PRD_00549,FAC_FR_014,9517,84,5496067.5,16488.2,4.35,2023-02-02
FR_MSR_002608,FR_PRD_00713,FAC_FR_017,4638,56,2761929.0,8285.79,4.44,2024-01-12
FR_MSR_002609,FR_PRD_00741,FAC_FR_013,3527,131,76535.9,5510.58,4.98,2023-01-31
FR_MSR_002610,FR_PRD_00079,FAC_FR_013,214136,93,121736316.0,365208.95,2.73,2023-10-16
FR_MSR_002611,FR_PRD_00908,FAC_FR_018,211231,54,5306122.72,451020.43,1.07,2024-09-08
FR_MSR_002612,FR_PRD_00996,FAC_FR_019,8454,126,251591.04,17821.03,4.05,2023-04-10
FR_MSR_002613,FR_PRD_00807,FAC_FR_020,414576,12,9079214.4,653703.44,4.11,2023-10-15
FR_MSR_002614,FR_PRD_00092,FAC_FR_010,8560,13,143808.0,10354.18,1.66,2023-12-29
FR_MSR_002615,FR_PRD_00392,FAC_FR_002,8000,75,4356000.0,13068.0,4.06,2024-08-30
FR_MSR_002616,FR_PRD_00718,FAC_FR_019,257379,29,6753624.96,574058.12,3.02,2023-02-02
FR_MSR_002617,FR_PRD_00079,FAC_FR_020,246025,56,139865212.5,419595.64,1.76,2024-11-17
FR_MSR_002618,FR_PRD_00124,FAC_FR_002,7584,56,185656.32,13150.66,4.36,2024-08-06
FR_MSR_002619,FR_PRD_00251,FAC_FR_004,3165,29,79251.6,6736.39,2.08,2023-12-31
FR_MSR_002620,FR_PRD_00096,FAC_FR_007,173955,150,4571537.4,323817.23,3.0,2023-08-20
FR_MSR_002621,FR_PRD_00017,FAC_FR_014,7542,74,3077136.0,9231.41,3.77,2024-07-25
FR_MSR_002622,FR_PRD_00138,FAC_FR_018,5490,38,185781.6,15791.44,4.71,2024-09-29
FR_MSR_002623,FR_PRD_00312,FAC_FR_020,2499,21,68672.52,4864.3,2.25,2023-10-24
FR_MSR_002624,FR_PRD_00375,FAC_FR_015,2284,54,29874.72,2116.13,2.56,2023-06-12
FR_MSR_002625,FR_PRD_00626,FAC_FR_009,8403,46,2861221.5,8583.66,1.54,2023-11-19
FR_MSR_002626,FR_PRD_00147,FAC_FR_002,97216,48,9507724.8,364462.78,4.4,2023-04-12
FR_MSR_002627,FR_PRD_00466,FAC_FR_002,7068,104,217694.4,18504.02,2.71,2023-01-12
FR_MSR_002628,FR_PRD_00848,FAC_FR_016,471344,114,4996246.4,359729.74,3.99,2024-01-08
FR_MSR_002629,FR_PRD_00628,FAC_FR_018,2254,56,382278.4,14335.44,2.01,2024-01-19
FR_MSR_002630,FR_PRD_00741,FAC_FR_010,7108,133,154243.6,11105.54,4.5,2024-08-16
FR_MSR_002631,FR_PRD_00766,FAC_FR_011,8876,130,1132577.6,42471.66,2.74,2023-10-06
FR_MSR_002632,FR_PRD_00739,FAC_FR_009,4356,90,1378674.0,4136.02,2.76,2024-03-08
FR_MSR_002633,FR_PRD_00061,FAC_FR_008,2331,93,580419.0,1741.26,2.83,2024-03-09
FR_MSR_002634,FR_PRD_00660,FAC_FR_014,192966,124,60784290.0,182352.87,4.34,2023-11-29
FR_MSR_002635,FR_PRD_00530,FAC_FR_007,304697,106,127972740.0,383918.22,3.24,2024-04-24
FR_MSR_002636,FR_PRD_00610,FAC_FR_004,2646,143,702513.0,2107.54,1.29,2023-11-27
FR_MSR_002637,FR_PRD_00304,FAC_FR_017,251448,48,6376721.28,542021.31,1.88,2024-02-16
FR_MSR_002638,FR_PRD_00657,FAC_FR_004,224921,44,129554496.0,388663.49,4.14,2024-10-26
FR_MSR_002639,FR_PRD_00447,FAC_FR_009,61455,62,28484392.5,85453.18,1.19,2023-03-06
FR_MSR_002640,FR_PRD_00876,FAC_FR_013,4293,103,80279.1,5780.1,2.39,2023-05-14
FR_MSR_002641,FR_PRD_00783,FAC_FR_005,457336,120,9951631.36,845888.67,4.82,2024-03-18
FR_MSR_002642,FR_PRD_00165,FAC_FR_004,2576,43,587328.0,1761.98,2.11,2023-12-18
FR_MSR_002643,FR_PRD_00124,FAC_FR_014,9922,105,242890.56,17204.75,4.8,2023-02-10
FR_MSR_002644,FR_PRD_00755,FAC_FR_008,9583,75,160994.4,13684.52,4.56,2024-02-24
FR_MSR_002645,FR_PRD_00560,FAC_FR_007,5798,45,2861313.0,8583.94,4.5,2023-12-15
FR_MSR_002646,FR_PRD_00522,FAC_FR_005,361014,58,29350438.2,1125100.13,1.05,2023-02-09
FR_MSR_002647,FR_PRD_00027,FAC_FR_003,9229,142,4222267.5,12666.8,4.18,2023-12-10
FR_MSR_002648,FR_PRD_00149,FAC_FR_007,3902,98,1826136.0,5478.41,1.6,2024-01-02
FR_MSR_002649,FR_PRD_00215,FAC_FR_015,8940,134,234585.6,19939.78,2.58,2024-11-21
FR_MSR_002650,FR_PRD_00392,FAC_FR_015,6478,145,3527271.0,10581.81,1.7,2023-11-11
FR_MSR_002651,FR_PRD_00409,FAC_FR_014,6937,84,3569086.5,10707.26,3.22,2024-09-28
FR_MSR_002652,FR_PRD_00350,FAC_FR_006,73445,69,5794810.5,222134.4,2.9,2024-05-31
FR_MSR_002653,FR_PRD_00442,FAC_FR_004,334469,26,192654144.0,577962.43,3.62,2024-02-14
FR_MSR_002654,FR_PRD_00142,FAC_FR_015,8825,95,3772687.5,11318.06,3.52,2024-07-23
FR_MSR_002655,FR_PRD_00675,FAC_FR_009,4532,147,1332408.0,3997.22,3.23,2023-04-13
FR_MSR_002656,FR_PRD_00781,FAC_FR_007,9824,51,314368.0,26721.28,3.4,2023-10-28
FR_MSR_002657,FR_PRD_00172,FAC_FR_006,5063,42,86273.52,7333.25,1.88,2024-05-21
FR_MSR_002658,FR_PRD_00969,FAC_FR_017,7753,28,113503.92,8039.86,2.15,2023-12-14
FR_MSR_002659,FR_PRD_00204,FAC_FR_006,3118,103,85059.04,7230.02,1.64,2024-05-11
FR_MSR_002660,FR_PRD_00119,FAC_FR_020,8320,71,200345.6,17029.38,2.39,2023-06-10
FR_MSR_002661,FR_PRD_00161,FAC_FR_018,3537,129,448491.6,16818.44,4.26,2024-08-25
FR_MSR_002662,FR_PRD_00569,FAC_FR_017,349248,28,147208032.0,441624.1,2.21,2023-06-11
FR_MSR_002663,FR_PRD_00960,FAC_FR_003,483348,38,159504840.0,478514.52,1.09,2024-08-04
FR_MSR_002664,FR_PRD_00733,FAC_FR_012,9440,92,736320.0,28225.6,1.47,2024-08-04
FR_MSR_002665,FR_PRD_00337,FAC_FR_019,285115,144,109056487.5,327169.46,4.01,2023-02-18
FR_MSR_002666,FR_PRD_00780,FAC_FR_015,2015,115,278070.0,10427.62,3.82,2024-08-20
FR_MSR_002667,FR_PRD_00691,FAC_FR_019,4897,144,1358917.5,4076.75,4.79,2023-02-18
FR_MSR_002668,FR_PRD_00060,FAC_FR_006,176599,19,19567169.2,733768.85,2.04,2023-06-21
FR_MSR_002669,FR_PRD_00685,FAC_FR_019,103639,92,3623219.44,307973.65,4.34,2023-10-21
FR_MSR_002670,FR_PRD_00773,FAC_FR_013,110915,23,33773617.5,101320.85,2.32,2023-07-11
FR_MSR_002671,FR_PRD_00306,FAC_FR_009,88187,82,40477833.0,121433.5,4.0,2024-12-23
FR_MSR_002672,FR_PRD_00527,FAC_FR_014,466745,24,14077029.2,1196547.48,4.75,2023-03-04
FR_MSR_002673,FR_PRD_00786,FAC_FR_019,3924,45,78636.96,5570.12,1.11,2023-05-08
FR_MSR_002674,FR_PRD_00034,FAC_FR_016,197817,60,5530963.32,391776.57,3.01,2023-02-27
FR_MSR_002675,FR_PRD_00610,FAC_FR_013,9521,114,2527825.5,7583.48,4.94,2024-09-25
FR_MSR_002676,FR_PRD_00165,FAC_FR_006,7286,71,1661208.0,4983.62,4.01,2024-04-01
FR_MSR_002677,FR_PRD_00886,FAC_FR_002,2423,113,70945.44,6030.36,4.31,2023-04-05
FR_MSR_002678,FR_PRD_00185,FAC_FR_020,6578,133,146689.4,10561.64,2.15,2024-08-18
FR_MSR_002679,FR_PRD_00295,FAC_FR_015,6951,23,3409465.5,10228.4,1.29,2023-11-17
FR_MSR_002680,FR_PRD_00192,FAC_FR_001,286122,78,116308593.0,348925.78,2.87,2024-11-21
FR_MSR_002681,FR_PRD_00766,FAC_FR_020,7140,48,911064.0,34164.9,4.27,2024-07-05
FR_MSR_002682,FR_PRD_00843,FAC_FR_009,268128,14,107787456.0,323362.37,2.3,2024-07-22
FR_MSR_002683,FR_PRD_00784,FAC_FR_007,7719,13,272943.84,23200.23,3.01,2024-02-05
FR_MSR_002684,FR_PRD_00016,FAC_FR_004,158593,109,68512176.0,205536.53,2.33,2024-10-28
FR_MSR_002685,FR_PRD_00601,FAC_FR_011,5606,112,74671.92,5289.26,1.98,2023-06-17
FR_MSR_002686,FR_PRD_00633,FAC_FR_012,2906,39,344361.0,13200.5,3.26,2023-05-31
FR_MSR_002687,FR_PRD_00944,FAC_FR_016,4045,73,132676.0,11277.46,2.26,2024-12-22
FR_MSR_002688,FR_PRD_00961,FAC_FR_008,231600,104,57321000.0,171963.0,1.31,2023-03-29
FR_MSR_002689,FR_PRD_00686,FAC_FR_019,7562,140,261947.68,22265.55,1.35,2023-09-16
FR_MSR_002690,FR_PRD_00217,FAC_FR_008,314579,28,5756795.7,414489.29,1.87,2024-07-11
FR_MSR_002691,FR_PRD_00769,FAC_FR_012,2323,88,766590.0,2299.77,4.68,2023-12-17
FR_MSR_002692,FR_PRD_00674,FAC_FR_014,9971,143,220159.68,15594.64,3.56,2023-11-01
FR_MSR_002693,FR_PRD_00535,FAC_FR_004,3238,74,43907.28,3110.1,1.88,2023-10-04
FR_MSR_002694,FR_PRD_00653,FAC_FR_004,5308,66,148624.0,12633.04,4.52,2023-11-22
FR_MSR_002695,FR_PRD_00501,FAC_FR_007,9830,123,3715740.0,11147.22,4.32,2023-07-10
FR_MSR_002696,FR_PRD_00457,FAC_FR_014,2768,73,763968.0,2291.9,2.09,2024-12-05
FR_MSR_002697,FR_PRD_00726,FAC_FR_007,9027,35,1552644.0,58224.15,4.34,2023-12-21
FR_MSR_002698,FR_PRD_00907,FAC_FR_004,4307,67,67189.2,4759.23,3.74,2023-04-29
FR_MSR_002699,FR_PRD_00729,FAC_FR_015,8492,132,1134531.2,42544.92,4.3,2023-02-01
FR_MSR_002700,FR_PRD_00860,FAC_FR_020,3653,74,1989058.5,5967.18,1.58,2023-11-25
FR_MSR_002701,FR_PRD_00866,FAC_FR_006,65542,110,1816824.24,128691.72,1.93,2024-02-15
FR_MSR_002702,FR_PRD_00809,FAC_FR_013,483204,45,139887558.0,419662.67,2.88,2024-06-02
FR_MSR_002703,FR_PRD_00846,FAC_FR_009,8637,128,3653451.0,10960.35,4.66,2023-05-28
FR_MSR_002704,FR_PRD_00903,FAC_FR_001,109721,66,3388184.48,287995.68,3.5,2024-01-05
FR_MSR_002705,FR_PRD_00075,FAC_FR_010,9855,123,1013094.0,37991.02,3.13,2024-07-10
FR_MSR_002706,FR_PRD_00670,FAC_FR_017,2356,102,65591.04,4646.03,1.51,2023-04-12
FR_MSR_002707,FR_PRD_00854,FAC_FR_008,7899,58,4312854.0,12938.56,4.27,2024-04-17
FR_MSR_002708,FR_PRD_00020,FAC_FR_016,85707,70,30854520.0,92563.56,4.41,2023-05-09
FR_MSR_002709,FR_PRD_00513,FAC_FR_006,7915,78,2611950.0,7835.85,1.38,2023-11-26
FR_MSR_002710,FR_PRD_00119,FAC_FR_006,9585,10,230806.8,19618.58,2.02,2023-11-22
FR_MSR_002711,FR_PRD_00886,FAC_FR_015,4539,36,132901.92,11296.66,1.34,2024-01-11
FR_MSR_002712,FR_PRD_00254,FAC_FR_016,130647,103,12267753.3,470263.88,4.04,2023-05-24
FR_MSR_002713,FR_PRD_00124,FAC_FR_001,8358,128,204603.84,14492.77,2.21,2024-07-23
FR_MSR_002714,FR_PRD_00860,FAC_FR_001,7867,62,4283581.5,12850.74,4.43,2023-11-04
FR_MSR_002715,FR_PRD_00668,FAC_FR_009,9231,117,1038487.5,39808.69,4.54,2024-01-23
FR_MSR_002716,FR_PRD_00144,FAC_FR_008,6541,146,129250.16,10986.26,3.68,2023-09-21
FR_MSR_002717,FR_PRD_00896,FAC_FR_001,367093,91,38875148.7,1490214.03,2.1,2024-08-23
FR_MSR_002718,FR_PRD_00664,FAC_FR_005,6388,134,188573.76,13357.31,2.77,2024-07-29
FR_MSR_002719,FR_PRD_00473,FAC_FR_001,5793,65,2128927.5,6386.78,1.38,2023-12-05
FR_MSR_002720,FR_PRD_00662,FAC_FR_015,266910,135,7494832.8,637060.79,3.73,2023-01-28
FR_MSR_002721,FR_PRD_00431,FAC_FR_001,5065,68,1694242.5,5082.73,3.42,2024-04-29
FR_MSR_002722,FR_PRD_00208,FAC_FR_008,9902,79,200416.48,17035.4,4.49,2023-08-15
FR_MSR_002723,FR_PRD_00646,FAC_FR_003,8825,105,918682.5,35216.16,3.02,2023-11-25
FR_MSR_002724,FR_PRD_00241,FAC_FR_013,5579,90,1640226.0,4920.68,1.75,2024-12-10
FR_MSR_002725,FR_PRD_00117,FAC_FR_019,336476,110,196333746.0,589001.24,2.74,2023-03-08
FR_MSR_002726,FR_PRD_00879,FAC_FR_007,3636,23,130314.24,11076.71,4.79,2024-03-04
FR_MSR_002727,FR_PRD_00829,FAC_FR_008,358112,113,80575200.0,241725.6,3.37,2024-03-04
FR_MSR_002728,FR_PRD_00032,FAC_FR_017,7300,79,1686300.0,5058.9,1.88,2023-11-25
FR_MSR_002729,FR_PRD_00942,FAC_FR_003,5976,146,112826.88,9590.28,3.19,2024-04-10
FR_MSR_002730,FR_PRD_00894,FAC_FR_019,6397,17,964667.6,36175.03,4.38,2024-09-24
FR_MSR_002731,FR_PRD_00065,FAC_FR_010,9454,102,162608.8,11707.83,1.08,2023-07-30
FR_MSR_002732,FR_PRD_00388,FAC_FR_005,4847,50,115940.24,9854.92,4.45,2023-01-16
FR_MSR_002733,FR_PRD_00833,FAC_FR_010,8215,89,189273.6,16088.26,2.6,2023-01-26
FR_MSR_002734,FR_PRD_00083,FAC_FR_016,328060,114,127943400.0,383830.2,3.23,2023-11-27
FR_MSR_002735,FR_PRD_00356,FAC_FR_012,176400,132,23637600.0,886410.0,2.26,2023-08-20
FR_MSR_002736,FR_PRD_00994,FAC_FR_013,6806,66,975980.4,37412.58,3.98,2023-05-30
FR_MSR_002737,FR_PRD_00226,FAC_FR_011,5251,57,1425646.5,4276.94,2.54,2024-03-10
FR_MSR_002738,FR_PRD_00443,FAC_FR_013,302066,62,93338394.0,280015.18,4.69,2023-03-18
FR_MSR_002739,FR_PRD_00142,FAC_FR_019,7415,67,3169912.5,9509.74,2.54,2024-02-26
FR_MSR_002740,FR_PRD_00469,FAC_FR_016,305420,50,4214796.0,303465.31,3.93,2024-02-21
FR_MSR_002741,FR_PRD_00022,FAC_FR_001,268605,125,89445465.0,268336.4,4.41,2024-02-23
FR_MSR_002742,FR_PRD_00312,FAC_FR_004,3115,44,85600.2,6063.35,3.42,2024-07-22
FR_MSR_002743,FR_PRD_00702,FAC_FR_003,3330,23,72261.0,5202.79,3.26,2024-08-19
FR_MSR_002744,FR_PRD_00447,FAC_FR_011,79884,67,37026234.0,111078.7,3.83,2023-02-05
FR_MSR_002745,FR_PRD_00261,FAC_FR_008,460949,73,13090951.6,1112730.89,1.32,2023-12-17
FR_MSR_002746,FR_PRD_00479,FAC_FR_007,4923,51,819187.2,30719.52,2.09,2023-12-16
FR_MSR_002747,FR_PRD_00237,FAC_FR_009,5270,29,1557285.0,4671.86,4.83,2024-05-13
FR_MSR_002748,FR_PRD_00113,FAC_FR_006,7655,27,792292.5,30371.21,1.76,2023-10-05
