measurement_id,product_id,factory_id,production_volume,shipping_mode,total_water_footprint,total_carbon_footprint,waste_percentage,timestamp
SPC_MSR_02540,SPC_PRD_0212,FAC_SPC_010,2444,Ocean_Freight,679676.4,18124.7,13.61,2023-09-10
SPC_MSR_02541,SPC_PRD_0750,FAC_SPC_013,5092,Ocean_Freight,222113.04,25913.19,13.93,2023-06-06
SPC_MSR_02542,SPC_PRD_0533,FAC_SPC_008,12034,Ocean_Freight,18863295.0,46780.97,5.51,2024-09-06
SPC_MSR_02543,SPC_PRD_0806,FAC_SPC_012,1017,Air_Freight,1594452.6,4251.87,14.67,2023-04-25
SPC_MSR_02544,SPC_PRD_0187,FAC_SPC_013,4261,Ocean_Freight,91568.89,13735.33,11.28,2024-06-21
SPC_MSR_02545,SPC_PRD_0443,FAC_SPC_002,10956,Truck_Rail,22514580.0,55836.16,11.07,2024-02-09
SPC_MSR_02546,SPC_PRD_0906,FAC_SPC_014,4289,Truck_Rail,71754.97,10763.25,13.11,2023-04-22
SPC_MSR_02547,SPC_PRD_0346,FAC_SPC_007,11106,Ocean_Freight,7171699.5,191245.32,14.22,2024-09-10
SPC_MSR_02548,SPC_PRD_0312,FAC_SPC_006,315,Truck_Rail,614061.0,1637.5,5.45,2024-07-23
SPC_MSR_02549,SPC_PRD_0077,FAC_SPC_010,565,Ocean_Freight,1033272.0,2755.39,7.25,2024-03-06
SPC_MSR_02550,SPC_PRD_0707,FAC_SPC_007,27353,Ocean_Freight,515056.99,77258.55,3.75,2023-12-15
SPC_MSR_02551,SPC_PRD_0827,FAC_SPC_015,13321,Truck_Rail,290131.38,33848.66,3.92,2023-01-12
SPC_MSR_02552,SPC_PRD_0400,FAC_SPC_001,13154,Truck_Rail,475122.48,55430.96,10.9,2024-01-07
SPC_MSR_02553,SPC_PRD_0862,FAC_SPC_001,44911,Truck_Rail,921124.61,138168.69,7.02,2024-04-06
SPC_MSR_02554,SPC_PRD_0649,FAC_SPC_005,26080,Truck_Rail,17995200.0,44628.1,6.76,2024-06-11
SPC_MSR_02555,SPC_PRD_0658,FAC_SPC_009,4389,Ocean_Freight,2312783.55,61674.23,13.11,2023-08-27
SPC_MSR_02556,SPC_PRD_0340,FAC_SPC_011,11438,Ocean_Freight,5352984.0,142746.24,7.75,2024-03-09
SPC_MSR_02557,SPC_PRD_0663,FAC_SPC_001,10567,Truck_Rail,1804420.92,52628.94,9.58,2023-11-30
SPC_MSR_02558,SPC_PRD_0598,FAC_SPC_018,13088,Truck_Rail,204172.8,23820.16,11.85,2023-03-18
SPC_MSR_02559,SPC_PRD_0036,FAC_SPC_019,14392,Ocean_Freight,26661180.0,66119.73,10.22,2023-02-11
SPC_MSR_02560,SPC_PRD_0044,FAC_SPC_016,6803,Ocean_Freight,660435.24,19262.69,3.7,2023-12-25
SPC_MSR_02561,SPC_PRD_0403,FAC_SPC_011,44101,Ocean_Freight,438363.94,65754.59,13.16,2023-02-27
SPC_MSR_02562,SPC_PRD_0174,FAC_SPC_011,15554,Ocean_Freight,206868.2,31030.23,6.16,2024-01-28
SPC_MSR_02563,SPC_PRD_0420,FAC_SPC_014,4100,Truck_Rail,41082.0,4792.9,9.44,2024-12-14
SPC_MSR_02564,SPC_PRD_0707,FAC_SPC_007,19748,Ocean_Freight,371854.84,55778.23,4.61,2023-07-31
SPC_MSR_02565,SPC_PRD_0648,FAC_SPC_006,1697,Truck_Rail,846124.2,22563.31,14.43,2023-11-01
SPC_MSR_02566,SPC_PRD_0084,FAC_SPC_003,311,Truck_Rail,269823.6,719.53,3.59,2024-12-10
SPC_MSR_02567,SPC_PRD_0351,FAC_SPC_017,3884,Ocean_Freight,3153031.2,8408.08,8.55,2023-11-17
SPC_MSR_02568,SPC_PRD_0877,FAC_SPC_009,4333,Ocean_Freight,74614.26,11192.14,10.6,2024-07-24
SPC_MSR_02569,SPC_PRD_0055,FAC_SPC_020,12887,Ocean_Freight,196655.62,29498.34,11.73,2023-01-02
SPC_MSR_02570,SPC_PRD_0933,FAC_SPC_012,9240,Ocean_Freight,414691.2,48380.64,6.78,2024-11-19
SPC_MSR_02571,SPC_PRD_0831,FAC_SPC_012,5849,Ocean_Freight,6106356.0,16283.62,13.85,2024-12-20
SPC_MSR_02572,SPC_PRD_0422,FAC_SPC_003,2189,Truck_Rail,49121.16,5730.8,7.99,2023-02-07
SPC_MSR_02573,SPC_PRD_0906,FAC_SPC_005,5925,Truck_Rail,99125.25,14868.79,10.56,2024-10-26
SPC_MSR_02574,SPC_PRD_0880,FAC_SPC_016,8244,Ocean_Freight,874523.52,25506.94,9.91,2024-07-02
SPC_MSR_02575,SPC_PRD_0303,FAC_SPC_003,6071,Truck_Rail,11443835.0,28380.71,14.69,2024-10-17
SPC_MSR_02576,SPC_PRD_0817,FAC_SPC_019,9590,Ocean_Freight,18077150.0,44831.33,12.54,2023-01-06
SPC_MSR_02577,SPC_PRD_0402,FAC_SPC_018,9118,Truck_Rail,1439914.56,41997.51,6.44,2023-12-28
SPC_MSR_02578,SPC_PRD_0403,FAC_SPC_017,40054,Ocean_Freight,398136.76,59720.51,5.79,2024-07-07
SPC_MSR_02579,SPC_PRD_0991,FAC_SPC_008,8772,Ocean_Freight,5352674.4,14273.8,5.6,2024-09-16
SPC_MSR_02580,SPC_PRD_0271,FAC_SPC_010,32662,Air_Freight,509853.82,76478.07,5.51,2023-12-08
SPC_MSR_02581,SPC_PRD_0598,FAC_SPC_016,9504,Ocean_Freight,148262.4,17297.28,6.91,2023-04-20
SPC_MSR_02582,SPC_PRD_0124,FAC_SPC_018,12290,Truck_Rail,497007.6,57984.22,9.85,2024-05-12
SPC_MSR_02583,SPC_PRD_0896,FAC_SPC_009,6507,Ocean_Freight,8296425.0,20575.13,13.41,2024-05-13
SPC_MSR_02584,SPC_PRD_0142,FAC_SPC_002,3259,Truck_Rail,4831467.5,11982.04,8.23,2024-02-01
SPC_MSR_02585,SPC_PRD_0253,FAC_SPC_015,5965,Truck_Rail,150675.9,17578.86,3.9,2023-10-24
SPC_MSR_02586,SPC_PRD_0851,FAC_SPC_009,14450,Air_Freight,22216875.0,55097.85,9.63,2024-11-20
SPC_MSR_02587,SPC_PRD_0273,FAC_SPC_012,3276,Air_Freight,96904.08,11305.48,14.98,2023-03-04
SPC_MSR_02588,SPC_PRD_0812,FAC_SPC_009,1119,Ocean_Freight,285009.3,7600.25,3.7,2024-11-06
SPC_MSR_02589,SPC_PRD_0559,FAC_SPC_006,9968,Truck_Rail,9096796.8,24258.12,8.27,2023-04-18
SPC_MSR_02590,SPC_PRD_0378,FAC_SPC_018,13591,Truck_Rail,27046090.0,67074.3,8.86,2023-07-22
SPC_MSR_02591,SPC_PRD_0142,FAC_SPC_007,14188,Ocean_Freight,21033710.0,52163.6,5.99,2024-09-22
SPC_MSR_02592,SPC_PRD_0321,FAC_SPC_011,14846,Ocean_Freight,4389219.9,117045.86,13.75,2023-07-05
SPC_MSR_02593,SPC_PRD_0747,FAC_SPC_001,8713,Truck_Rail,409336.74,47755.95,8.79,2023-11-11
SPC_MSR_02594,SPC_PRD_0495,FAC_SPC_004,4614,Truck_Rail,202370.04,23609.84,14.1,2024-09-11
SPC_MSR_02595,SPC_PRD_0688,FAC_SPC_009,8289,Ocean_Freight,1872485.1,49932.94,9.7,2024-05-08
SPC_MSR_02596,SPC_PRD_0879,FAC_SPC_014,12087,Truck_Rail,18523327.5,45937.85,7.44,2024-12-08
SPC_MSR_02597,SPC_PRD_0490,FAC_SPC_010,4550,Ocean_Freight,157020.5,23553.08,11.12,2023-11-25
SPC_MSR_02598,SPC_PRD_0692,FAC_SPC_010,41112,Ocean_Freight,561178.8,84176.82,10.68,2023-10-20
SPC_MSR_02599,SPC_PRD_0669,FAC_SPC_003,14690,Truck_Rail,585249.6,68279.12,11.6,2024-06-20
SPC_MSR_02600,SPC_PRD_0120,FAC_SPC_006,7221,Truck_Rail,247824.72,28912.88,3.78,2024-05-07
SPC_MSR_02601,SPC_PRD_0603,FAC_SPC_018,3167,Truck_Rail,5692682.5,14117.85,8.2,2024-09-07
SPC_MSR_02602,SPC_PRD_0754,FAC_SPC_006,36616,Truck_Rail,435730.4,65359.56,10.65,2023-12-22
SPC_MSR_02603,SPC_PRD_0103,FAC_SPC_014,3154,Truck_Rail,4841390.0,12006.65,8.59,2024-10-08
SPC_MSR_02604,SPC_PRD_0966,FAC_SPC_006,12591,Truck_Rail,1380980.88,40278.61,7.16,2024-08-21
SPC_MSR_02605,SPC_PRD_0530,FAC_SPC_012,2296,Ocean_Freight,1917619.2,5113.65,5.47,2024-02-18
SPC_MSR_02606,SPC_PRD_0135,FAC_SPC_003,387,Truck_Rail,128000.25,3413.34,14.03,2023-05-10
SPC_MSR_02607,SPC_PRD_0915,FAC_SPC_007,2818,Ocean_Freight,5297840.0,13138.64,3.24,2024-10-27
SPC_MSR_02608,SPC_PRD_0068,FAC_SPC_003,1935,Truck_Rail,1863405.0,4969.08,3.45,2023-05-15
SPC_MSR_02609,SPC_PRD_0045,FAC_SPC_001,49965,Truck_Rail,800938.95,120140.84,11.9,2023-06-17
SPC_MSR_02610,SPC_PRD_0883,FAC_SPC_005,8028,Truck_Rail,314537.04,36695.99,5.01,2024-08-06
SPC_MSR_02611,SPC_PRD_0426,FAC_SPC_006,25524,Truck_Rail,391282.92,58692.44,9.51,2024-12-29
SPC_MSR_02612,SPC_PRD_0012,FAC_SPC_017,11098,Ocean_Freight,198876.16,29831.42,10.67,2023-04-21
SPC_MSR_02613,SPC_PRD_0602,FAC_SPC_010,13182,Ocean_Freight,12907814.4,34420.84,11.47,2024-09-17
SPC_MSR_02614,SPC_PRD_0075,FAC_SPC_016,33920,Ocean_Freight,318169.6,47725.44,7.42,2023-10-29
SPC_MSR_02615,SPC_PRD_0482,FAC_SPC_016,3511,Ocean_Freight,7118552.5,17654.01,11.41,2024-06-30
SPC_MSR_02616,SPC_PRD_0809,FAC_SPC_011,559,Ocean_Freight,182122.2,4856.59,10.16,2024-10-16
SPC_MSR_02617,SPC_PRD_0111,FAC_SPC_016,15200,Ocean_Freight,161728.0,24259.2,4.16,2023-05-14
SPC_MSR_02618,SPC_PRD_0216,FAC_SPC_011,13023,Ocean_Freight,431321.76,50320.87,12.64,2024-01-08
SPC_MSR_02619,SPC_PRD_0067,FAC_SPC_020,12633,Ocean_Freight,5337442.5,13236.86,9.92,2024-05-16
SPC_MSR_02620,SPC_PRD_0583,FAC_SPC_004,1190,Truck_Rail,1634346.0,4358.26,9.66,2024-11-13
SPC_MSR_02621,SPC_PRD_0277,FAC_SPC_006,6850,Truck_Rail,153440.0,23016.0,9.31,2024-05-03
SPC_MSR_02622,SPC_PRD_0987,FAC_SPC_003,4141,Truck_Rail,195041.1,22754.8,8.3,2023-04-03
SPC_MSR_02623,SPC_PRD_0793,FAC_SPC_010,6221,Ocean_Freight,127654.92,14893.07,6.45,2024-03-10
SPC_MSR_02624,SPC_PRD_0801,FAC_SPC_013,6082,Air_Freight,734219.04,21414.72,11.33,2024-09-25
SPC_MSR_02625,SPC_PRD_0694,FAC_SPC_016,38836,Air_Freight,753030.04,112954.51,6.4,2024-06-10
SPC_MSR_02626,SPC_PRD_0432,FAC_SPC_004,2278,Truck_Rail,4573085.0,11341.25,5.29,2023-03-13
SPC_MSR_02627,SPC_PRD_0704,FAC_SPC_015,10707,Truck_Rail,19219065.0,47663.28,10.36,2024-02-15
SPC_MSR_02628,SPC_PRD_0158,FAC_SPC_017,3598,Ocean_Freight,4551470.0,11287.65,7.84,2023-12-02
SPC_MSR_02629,SPC_PRD_0437,FAC_SPC_014,22701,Truck_Rail,459241.23,68886.18,9.33,2024-02-08
SPC_MSR_02630,SPC_PRD_0497,FAC_SPC_009,756,Ocean_Freight,1047816.0,2794.18,7.6,2024-04-23
SPC_MSR_02631,SPC_PRD_0857,FAC_SPC_012,858,Ocean_Freight,832431.6,2219.82,8.47,2023-05-12
SPC_MSR_02632,SPC_PRD_0782,FAC_SPC_013,48839,Air_Freight,18558820.0,46025.87,14.28,2024-05-06
SPC_MSR_02633,SPC_PRD_0985,FAC_SPC_006,3611,Truck_Rail,4919987.5,12201.57,8.16,2023-03-29
SPC_MSR_02634,SPC_PRD_0780,FAC_SPC_018,2485,Truck_Rail,292832.4,8540.94,14.16,2024-11-10
SPC_MSR_02635,SPC_PRD_0594,FAC_SPC_003,12194,Truck_Rail,5750690.4,153351.74,7.56,2024-02-21
SPC_MSR_02636,SPC_PRD_0685,FAC_SPC_003,7951,Truck_Rail,1030449.6,30054.78,5.15,2023-09-13
SPC_MSR_02637,SPC_PRD_0103,FAC_SPC_012,4888,Ocean_Freight,7503080.0,18607.64,8.4,2023-10-07
SPC_MSR_02638,SPC_PRD_0517,FAC_SPC_018,8329,Truck_Rail,136429.02,20464.35,7.38,2024-03-29
SPC_MSR_02639,SPC_PRD_0736,FAC_SPC_016,7958,Ocean_Freight,3710019.6,9893.39,7.2,2023-05-10
SPC_MSR_02640,SPC_PRD_0386,FAC_SPC_006,40198,Truck_Rail,669698.68,100454.8,9.31,2023-05-26
SPC_MSR_02641,SPC_PRD_0535,FAC_SPC_007,13133,Ocean_Freight,628808.04,73360.94,10.44,2024-01-21
SPC_MSR_02642,SPC_PRD_0658,FAC_SPC_001,5344,Truck_Rail,2816020.8,75093.89,3.45,2023-02-26
SPC_MSR_02643,SPC_PRD_0296,FAC_SPC_001,22026,Truck_Rail,14096640.0,34959.67,7.97,2023-01-24
SPC_MSR_02644,SPC_PRD_0150,FAC_SPC_014,12444,Truck_Rail,205326.0,23954.7,6.19,2023-05-11
SPC_MSR_02645,SPC_PRD_0554,FAC_SPC_007,42767,Air_Freight,464021.95,69603.29,12.57,2023-03-24
SPC_MSR_02646,SPC_PRD_0667,FAC_SPC_015,5352,Truck_Rail,11332860.0,28105.49,11.27,2024-10-25
SPC_MSR_02647,SPC_PRD_0730,FAC_SPC_018,2136,Truck_Rail,4202580.0,10422.4,11.89,2023-08-27
SPC_MSR_02648,SPC_PRD_0834,FAC_SPC_015,33300,Truck_Rail,370629.0,55594.35,12.98,2023-12-30
SPC_MSR_02649,SPC_PRD_0904,FAC_SPC_016,2404,Ocean_Freight,88178.72,13226.81,10.96,2023-02-11
SPC_MSR_02650,SPC_PRD_0003,FAC_SPC_006,14877,Truck_Rail,457914.06,53423.31,3.39,2023-10-29
SPC_MSR_02651,SPC_PRD_0845,FAC_SPC_009,8908,Air_Freight,373512.44,56026.87,10.41,2024-04-17
SPC_MSR_02652,SPC_PRD_0262,FAC_SPC_006,31155,Truck_Rail,338031.75,50704.76,3.1,2024-02-10
SPC_MSR_02653,SPC_PRD_0270,FAC_SPC_012,3187,Ocean_Freight,1325154.6,3533.75,7.22,2024-10-25
SPC_MSR_02654,SPC_PRD_0059,FAC_SPC_008,663,Ocean_Freight,701719.2,1871.25,10.53,2024-02-12
SPC_MSR_02655,SPC_PRD_0272,FAC_SPC_015,1141,Truck_Rail,535528.35,14280.76,12.29,2023-05-01
SPC_MSR_02656,SPC_PRD_0314,FAC_SPC_002,13857,Truck_Rail,7420423.5,197877.96,12.0,2023-08-18
SPC_MSR_02657,SPC_PRD_0969,FAC_SPC_008,10388,Ocean_Freight,213785.04,24941.59,5.59,2024-01-17
SPC_MSR_02658,SPC_PRD_0076,FAC_SPC_010,838,Air_Freight,1423929.6,3797.15,4.49,2024-02-04
SPC_MSR_02659,SPC_PRD_0995,FAC_SPC_017,1710,Ocean_Freight,370899.0,9890.64,12.9,2023-04-20
SPC_MSR_02660,SPC_PRD_0014,FAC_SPC_006,12013,Truck_Rail,20812522.5,51615.06,4.62,2023-11-19
SPC_MSR_02661,SPC_PRD_0164,FAC_SPC_008,4595,Ocean_Freight,93186.6,10871.77,8.16,2023-06-23
SPC_MSR_02662,SPC_PRD_0161,FAC_SPC_013,7932,Ocean_Freight,5468320.8,14582.19,14.53,2023-04-27
SPC_MSR_02663,SPC_PRD_0833,FAC_SPC_019,6959,Ocean_Freight,178289.58,20800.45,10.26,2023-12-23
SPC_MSR_02664,SPC_PRD_0646,FAC_SPC_019,40573,Ocean_Freight,522580.24,78387.04,11.19,2023-03-11
SPC_MSR_02665,SPC_PRD_0586,FAC_SPC_006,2337,Truck_Rail,64501.2,7525.14,4.75,2023-10-10
SPC_MSR_02666,SPC_PRD_0666,FAC_SPC_007,6902,Ocean_Freight,157503.64,23625.55,11.2,2023-02-05
SPC_MSR_02667,SPC_PRD_0585,FAC_SPC_018,30003,Truck_Rail,15301530.0,37947.79,9.55,2023-05-19
SPC_MSR_02668,SPC_PRD_0768,FAC_SPC_002,9468,Truck_Rail,1194104.16,34828.04,11.29,2024-07-17
SPC_MSR_02669,SPC_PRD_0836,FAC_SPC_001,5680,Truck_Rail,704092.8,20536.04,11.94,2023-09-08
SPC_MSR_02670,SPC_PRD_0228,FAC_SPC_007,2941,Ocean_Freight,6183452.5,15334.96,6.74,2023-01-22
SPC_MSR_02671,SPC_PRD_0272,FAC_SPC_015,306,Truck_Rail,143621.1,3829.9,13.32,2024-01-17
SPC_MSR_02672,SPC_PRD_0141,FAC_SPC_005,1272,Truck_Rail,200912.4,5357.66,7.5,2024-03-23
SPC_MSR_02673,SPC_PRD_0172,FAC_SPC_014,25416,Truck_Rail,10420560.0,25842.99,13.12,2023-06-22
SPC_MSR_02674,SPC_PRD_0020,FAC_SPC_008,1254,Ocean_Freight,234184.5,6244.92,13.01,2024-03-13
SPC_MSR_02675,SPC_PRD_0336,FAC_SPC_013,1258,Ocean_Freight,469296.9,12514.58,4.92,2024-03-27
SPC_MSR_02676,SPC_PRD_0975,FAC_SPC_012,12532,Ocean_Freight,9609537.6,25625.43,14.57,2024-05-04
SPC_MSR_02677,SPC_PRD_0563,FAC_SPC_015,30094,Truck_Rail,225404.06,33810.61,14.76,2024-08-29
SPC_MSR_02678,SPC_PRD_0956,FAC_SPC_015,11197,Truck_Rail,18391072.5,45609.86,3.93,2023-08-16
SPC_MSR_02679,SPC_PRD_0743,FAC_SPC_005,14399,Truck_Rail,1793539.44,52311.57,11.42,2024-07-20
SPC_MSR_02680,SPC_PRD_0363,FAC_SPC_019,12393,Ocean_Freight,211920.3,24724.03,8.98,2023-06-03
SPC_MSR_02681,SPC_PRD_0216,FAC_SPC_011,10821,Ocean_Freight,358391.52,41812.34,3.98,2024-01-29
SPC_MSR_02682,SPC_PRD_0240,FAC_SPC_020,7544,Ocean_Freight,307870.64,46180.6,6.05,2023-10-12
SPC_MSR_02683,SPC_PRD_0836,FAC_SPC_002,11274,Truck_Rail,1397525.04,40761.15,13.18,2023-02-18
SPC_MSR_02684,SPC_PRD_0210,FAC_SPC_002,7758,Truck_Rail,7038057.6,18768.15,5.04,2024-11-24
SPC_MSR_02685,SPC_PRD_0049,FAC_SPC_014,3275,Truck_Rail,211827.0,6178.29,3.4,2024-12-02
SPC_MSR_02686,SPC_PRD_0360,FAC_SPC_020,7605,Ocean_Freight,136281.6,20442.24,6.66,2024-01-07
SPC_MSR_02687,SPC_PRD_0183,FAC_SPC_002,6037,Truck_Rail,258262.86,30130.67,14.1,2023-08-08
SPC_MSR_02688,SPC_PRD_0479,FAC_SPC_010,3069,Ocean_Freight,57574.44,8636.17,6.86,2024-05-28
SPC_MSR_02689,SPC_PRD_0791,FAC_SPC_012,10247,Ocean_Freight,426070.26,49708.2,4.64,2023-12-24
SPC_MSR_02690,SPC_PRD_0908,FAC_SPC_013,12695,Ocean_Freight,22533625.0,55883.39,5.65,2024-05-24
SPC_MSR_02691,SPC_PRD_0885,FAC_SPC_008,364,Ocean_Freight,71908.2,1917.55,14.29,2023-01-17
SPC_MSR_02692,SPC_PRD_0658,FAC_SPC_018,10083,Truck_Rail,5313236.85,141686.32,7.42,2023-03-26
SPC_MSR_02693,SPC_PRD_0946,FAC_SPC_009,13508,Air_Freight,9038878.2,241036.75,12.66,2023-06-29
SPC_MSR_02694,SPC_PRD_0274,FAC_SPC_002,11278,Truck_Rail,1603731.6,46775.5,14.73,2023-12-29
SPC_MSR_02695,SPC_PRD_0366,FAC_SPC_018,10986,Truck_Rail,1245812.4,36336.19,6.09,2023-09-28
SPC_MSR_02696,SPC_PRD_0359,FAC_SPC_005,7744,Truck_Rail,889320.96,25938.53,10.33,2023-05-01
SPC_MSR_02697,SPC_PRD_0552,FAC_SPC_002,43463,Truck_Rail,526336.93,78950.54,3.42,2023-11-18
SPC_MSR_02698,SPC_PRD_0180,FAC_SPC_002,12667,Truck_Rail,1685724.36,49166.96,6.57,2024-12-20
SPC_MSR_02699,SPC_PRD_0744,FAC_SPC_005,3435,Truck_Rail,151483.5,17673.08,3.78,2024-03-23
SPC_MSR_02700,SPC_PRD_0182,FAC_SPC_018,12286,Truck_Rail,238225.54,35733.83,8.94,2023-10-26
SPC_MSR_02701,SPC_PRD_0023,FAC_SPC_013,4274,Ocean_Freight,193612.2,22588.09,5.73,2023-08-22
SPC_MSR_02702,SPC_PRD_0126,FAC_SPC_008,14368,Ocean_Freight,163795.2,19109.44,12.53,2023-05-07
SPC_MSR_02703,SPC_PRD_0522,FAC_SPC_001,1988,Truck_Rail,389151.0,10377.36,13.89,2023-04-06
SPC_MSR_02704,SPC_PRD_0629,FAC_SPC_013,13606,Ocean_Freight,479067.26,71860.09,14.87,2024-08-24
SPC_MSR_02705,SPC_PRD_0636,FAC_SPC_011,5476,Ocean_Freight,2750047.2,7333.46,7.16,2023-08-01
SPC_MSR_02706,SPC_PRD_0933,FAC_SPC_005,5810,Truck_Rail,260752.8,30421.16,8.97,2024-02-23
SPC_MSR_02707,SPC_PRD_0016,FAC_SPC_009,12763,Air_Freight,3647027.25,97254.06,11.57,2023-03-10
SPC_MSR_02708,SPC_PRD_0006,FAC_SPC_001,5160,Truck_Rail,219196.8,25572.96,5.45,2023-02-02
SPC_MSR_02709,SPC_PRD_0358,FAC_SPC_019,10170,Ocean_Freight,2823700.5,75298.68,11.65,2023-12-02
SPC_MSR_02710,SPC_PRD_0820,FAC_SPC_013,4399,Ocean_Freight,162850.98,18999.28,6.71,2024-09-23
SPC_MSR_02711,SPC_PRD_0089,FAC_SPC_013,1604,Ocean_Freight,790371.0,21076.56,3.04,2024-12-20
SPC_MSR_02712,SPC_PRD_0458,FAC_SPC_020,21582,Ocean_Freight,13596660.0,33719.72,7.07,2024-05-09
SPC_MSR_02713,SPC_PRD_0178,FAC_SPC_016,2933,Ocean_Freight,372373.68,10860.9,9.11,2024-12-29
SPC_MSR_02714,SPC_PRD_0125,FAC_SPC_016,1893,Ocean_Freight,2296587.6,6124.23,7.01,2024-11-11
SPC_MSR_02715,SPC_PRD_0023,FAC_SPC_016,4968,Ocean_Freight,225050.4,26255.88,7.88,2024-01-11
SPC_MSR_02716,SPC_PRD_0932,FAC_SPC_015,16307,Truck_Rail,6930475.0,17187.58,3.76,2024-04-07
SPC_MSR_02717,SPC_PRD_0498,FAC_SPC_006,9434,Truck_Rail,4092469.2,109132.51,8.56,2024-10-07
SPC_MSR_02718,SPC_PRD_0848,FAC_SPC_020,12328,Ocean_Freight,5270220.0,13070.15,3.21,2024-05-27
SPC_MSR_02719,SPC_PRD_0138,FAC_SPC_006,3241,Truck_Rail,2695215.6,7187.24,8.91,2024-05-01
SPC_MSR_02720,SPC_PRD_0294,FAC_SPC_018,9536,Truck_Rail,354167.04,41319.49,11.63,2024-05-24
SPC_MSR_02721,SPC_PRD_0667,FAC_SPC_017,9404,Ocean_Freight,19912970.0,49384.17,11.03,2024-06-14
SPC_MSR_02722,SPC_PRD_0322,FAC_SPC_004,3076,Truck_Rail,138973.68,16213.6,4.47,2023-05-25
SPC_MSR_02723,SPC_PRD_0847,FAC_SPC_015,13386,Truck_Rail,335720.88,39167.44,11.98,2023-09-23
SPC_MSR_02724,SPC_PRD_0867,FAC_SPC_012,8469,Ocean_Freight,906521.76,26440.22,12.76,2023-08-03
SPC_MSR_02725,SPC_PRD_0572,FAC_SPC_005,1041,Truck_Rail,1969363.8,5251.64,3.15,2023-01-23
SPC_MSR_02726,SPC_PRD_0919,FAC_SPC_011,12589,Ocean_Freight,2951491.05,78706.43,7.16,2023-11-07
SPC_MSR_02727,SPC_PRD_0750,FAC_SPC_009,5123,Air_Freight,223465.26,26070.95,13.8,2024-09-15
SPC_MSR_02728,SPC_PRD_0554,FAC_SPC_002,39289,Truck_Rail,426285.65,63942.85,14.93,2023-07-02
SPC_MSR_02729,SPC_PRD_0884,FAC_SPC_004,6792,Truck_Rail,1598497.2,42626.59,9.47,2024-11-02
SPC_MSR_02730,SPC_PRD_0247,FAC_SPC_005,13303,Truck_Rail,1045615.8,30497.13,12.21,2024-05-22
SPC_MSR_02731,SPC_PRD_0808,FAC_SPC_004,13608,Truck_Rail,515198.88,60106.54,5.95,2023-12-15
SPC_MSR_02732,SPC_PRD_0074,FAC_SPC_006,1805,Truck_Rail,1026684.0,2737.82,6.1,2024-10-11
SPC_MSR_02733,SPC_PRD_0786,FAC_SPC_001,2068,Truck_Rail,47026.32,5486.4,9.74,2023-02-21
SPC_MSR_02734,SPC_PRD_0630,FAC_SPC_006,12997,Truck_Rail,201973.38,23563.56,8.52,2023-01-18
SPC_MSR_02735,SPC_PRD_0744,FAC_SPC_006,12595,Truck_Rail,555439.5,64801.28,10.71,2023-02-15
SPC_MSR_02736,SPC_PRD_0786,FAC_SPC_015,5985,Truck_Rail,136098.9,15878.2,11.09,2024-06-13
SPC_MSR_02737,SPC_PRD_0404,FAC_SPC_012,3923,Air_Freight,2072520.9,55267.22,3.11,2024-07-27
SPC_MSR_02738,SPC_PRD_0921,FAC_SPC_020,808,Ocean_Freight,379598.4,10122.62,14.84,2023-04-08
SPC_MSR_02739,SPC_PRD_0820,FAC_SPC_018,13208,Truck_Rail,488960.16,57045.35,3.76,2023-04-29
SPC_MSR_02740,SPC_PRD_0143,FAC_SPC_017,9328,Ocean_Freight,181896.0,21221.2,9.76,2023-02-01
SPC_MSR_02741,SPC_PRD_0198,FAC_SPC_013,10073,Ocean_Freight,474438.3,55351.14,8.19,2023-04-08
SPC_MSR_02742,SPC_PRD_0798,FAC_SPC_019,3539,Ocean_Freight,5998605.0,14876.54,10.43,2024-04-04
SPC_MSR_02743,SPC_PRD_0668,FAC_SPC_002,46860,Truck_Rail,12535050.0,31086.92,9.94,2024-11-10
SPC_MSR_02744,SPC_PRD_0521,FAC_SPC_017,8561,Air_Freight,359562.0,41948.9,6.63,2024-03-04
SPC_MSR_02745,SPC_PRD_0230,FAC_SPC_001,402,Truck_Rail,215813.7,5755.03,9.96,2023-07-05
SPC_MSR_02746,SPC_PRD_0233,FAC_SPC_011,2306,Ocean_Freight,405671.52,11832.09,8.53,2024-04-29
SPC_MSR_02747,SPC_PRD_0699,FAC_SPC_012,13120,Ocean_Freight,179088.0,26863.2,13.2,2023-03-08
SPC_MSR_02748,SPC_PRD_0515,FAC_SPC_010,1496,Ocean_Freight,603187.2,16084.99,7.02,2024-01-07
SPC_MSR_02749,SPC_PRD_0677,FAC_SPC_004,1300,Truck_Rail,1202760.0,3207.36,7.41,2024-10-19
SPC_MSR_02750,SPC_PRD_0544,FAC_SPC_019,12687,Ocean_Freight,6125917.95,163357.81,4.58,2024-04-04
SPC_MSR_02751,SPC_PRD_0558,FAC_SPC_020,14907,Ocean_Freight,375656.4,43826.58,12.03,2024-08-25
SPC_MSR_02752,SPC_PRD_0478,FAC_SPC_006,31187,Truck_Rail,218309.0,32746.35,10.87,2023-02-12
SPC_MSR_02753,SPC_PRD_0059,FAC_SPC_005,565,Truck_Rail,597996.0,1594.66,6.23,2024-07-31
SPC_MSR_02754,SPC_PRD_0472,FAC_SPC_015,4802,Truck_Rail,10432345.0,25872.22,5.57,2024-07-10
