product_id,brand_id,category,collection_cycle,main_material,weight_grams
PRD_0814,HM08,Activewear,Fast_Track,Poliestere Riciclato,335
PRD_0815,HM05,Activewear,Core_Basics,Lana Riciclata,204
PRD_0816,HM07,Activewear,Core_Basics,Cotone Organico,295
PRD_0817,HM02,Outerwear,Fast_Track,Poliestere Riciclato,1457
PRD_0818,HM02,Dresses,Seasonal,Lana Riciclata,311
PRD_0819,HM08,Outerwear,Seasonal,Elastan,1028
PRD_0820,HM08,Dresses,Seasonal,Lyocell (TENCEL),286
PRD_0821,HM05,Activewear,Seasonal,Elastan,246
PRD_0822,HM04,Knitwear,Core_Basics,Lyocell (TENCEL),319
PRD_0823,HM06,Activewear,Fast_Track,Cotone Organico,314
PRD_0824,HM01,Denim,Seasonal,Lana Riciclata,618
PRD_0825,HM06,Denim,Core_Basics,Poliestere Riciclato,891
PRD_0826,HM07,Underwear,Fast_Track,Cotone Convenzionale,136
PRD_0827,HM06,Dresses,Fast_Track,Poliestere Riciclato,465
PRD_0828,HM05,Denim,Seasonal,Elastan,782
PRD_0829,HM07,Activewear,Core_Basics,Poliestere Riciclato,281
PRD_0830,HM07,Denim,Seasonal,Elastan,640
PRD_0831,HM01,Denim,Core_Basics,Poliestere Riciclato,811
PRD_0832,HM04,Dresses,Fast_Track,Lana Riciclata,397
PRD_0833,HM08,Dresses,Seasonal,Poliestere Riciclato,253
PRD_0834,HM07,Knitwear,Seasonal,Cotone Convenzionale,347
PRD_0835,HM06,Knitwear,Core_Basics,Lana Riciclata,399
PRD_0836,HM03,Knitwear,Seasonal,Lyocell (TENCEL),432
PRD_0837,HM02,Knitwear,Fast_Track,Elastan,412
PRD_0838,HM03,Outerwear,Seasonal,Lyocell (TENCEL),1264
PRD_0839,HM01,Outerwear,Fast_Track,Lana Riciclata,997
PRD_0840,HM02,Underwear,Fast_Track,Elastan,135
PRD_0841,HM03,Outerwear,Fast_Track,Cotone Convenzionale,801
PRD_0842,HM08,Dresses,Fast_Track,Cotone Convenzionale,423
PRD_0843,HM03,Knitwear,Seasonal,Elastan,332
PRD_0844,HM03,Dresses,Core_Basics,Poliestere Riciclato,458
PRD_0845,HM06,Outerwear,Core_Basics,Elastan,1327
PRD_0846,HM07,Denim,Fast_Track,Cotone Organico,645
PRD_0847,HM04,Dresses,Fast_Track,Cotone Convenzionale,317
PRD_0848,HM04,Underwear,Fast_Track,Poliestere Riciclato,85
PRD_0849,HM08,Dresses,Fast_Track,Lana Riciclata,391
PRD_0850,HM02,Knitwear,Core_Basics,Lyocell (TENCEL),426
PRD_0851,HM06,Activewear,Seasonal,Lyocell (TENCEL),203
PRD_0852,HM01,Outerwear,Seasonal,Elastan,1219
PRD_0853,HM08,Underwear,Seasonal,Lyocell (TENCEL),62
PRD_0854,HM06,Denim,Core_Basics,Cotone Convenzionale,831
PRD_0855,HM01,Activewear,Fast_Track,Poliestere Riciclato,252
PRD_0856,HM06,Knitwear,Seasonal,Cotone Convenzionale,342
PRD_0857,HM08,Underwear,Fast_Track,Cotone Organico,130
PRD_0858,HM07,Knitwear,Seasonal,Poliestere Riciclato,314
PRD_0859,HM06,Underwear,Core_Basics,Lyocell (TENCEL),135
PRD_0860,HM03,Denim,Seasonal,Elastan,648
PRD_0861,HM08,Underwear,Seasonal,Poliestere Riciclato,128
PRD_0862,HM08,Activewear,Seasonal,Elastan,302
PRD_0863,HM05,Underwear,Fast_Track,Cotone Organico,55
PRD_0864,HM02,Dresses,Seasonal,Elastan,470
PRD_0865,HM04,Outerwear,Fast_Track,Cotone Convenzionale,1419
PRD_0866,HM05,Outerwear,Fast_Track,Poliestere Riciclato,1186
PRD_0867,HM02,Activewear,Fast_Track,Lyocell (TENCEL),222
PRD_0868,HM01,Underwear,Seasonal,Lana Riciclata,136
PRD_0869,HM08,Underwear,Fast_Track,Lyocell (TENCEL),112
PRD_0870,HM03,Underwear,Seasonal,Cotone Organico,54
PRD_0871,HM07,Knitwear,Fast_Track,Lana Riciclata,394
PRD_0872,HM04,Activewear,Fast_Track,Cotone Convenzionale,278
PRD_0873,HM08,Activewear,Core_Basics,Lana Riciclata,180
PRD_0874,HM05,Dresses,Seasonal,Elastan,362
PRD_0875,HM04,Denim,Core_Basics,Cotone Organico,627
PRD_0876,HM07,Underwear,Seasonal,Lyocell (TENCEL),81
PRD_0877,HM04,Knitwear,Fast_Track,Elastan,475
PRD_0878,HM02,Activewear,Core_Basics,Cotone Organico,190
PRD_0879,HM07,Denim,Core_Basics,Cotone Organico,644
PRD_0880,HM03,Denim,Seasonal,Cotone Convenzionale,897
PRD_0881,HM02,Knitwear,Seasonal,Elastan,376
PRD_0882,HM05,Knitwear,Fast_Track,Lana Riciclata,312
PRD_0883,HM06,Underwear,Core_Basics,Elastan,96
PRD_0884,HM07,Activewear,Fast_Track,Poliestere Riciclato,199
PRD_0885,HM08,Activewear,Seasonal,Cotone Convenzionale,317
PRD_0886,HM04,Knitwear,Fast_Track,Cotone Convenzionale,471
PRD_0887,HM05,Knitwear,Fast_Track,Cotone Organico,278
PRD_0888,HM08,Denim,Core_Basics,Lana Riciclata,643
PRD_0889,HM02,Denim,Seasonal,Lana Riciclata,823
PRD_0890,HM06,Denim,Fast_Track,Elastan,831
PRD_0891,HM01,Dresses,Fast_Track,Poliestere Riciclato,333
PRD_0892,HM01,Denim,Fast_Track,Cotone Convenzionale,736
PRD_0893,HM01,Denim,Seasonal,Cotone Organico,660
PRD_0894,HM02,Dresses,Core_Basics,Cotone Organico,324
PRD_0895,HM03,Denim,Seasonal,Lyocell (TENCEL),874
PRD_0896,HM05,Activewear,Fast_Track,Cotone Convenzionale,153
PRD_0897,HM07,Knitwear,Fast_Track,Cotone Organico,353
PRD_0898,HM01,Underwear,Core_Basics,Cotone Organico,98
PRD_0899,HM04,Dresses,Core_Basics,Lana Riciclata,459
PRD_0900,HM08,Underwear,Seasonal,Cotone Organico,146
PRD_0901,HM06,Outerwear,Core_Basics,Poliestere Riciclato,1069
PRD_0902,HM06,Knitwear,Seasonal,Lyocell (TENCEL),447
PRD_0903,HM01,Knitwear,Seasonal,Lyocell (TENCEL),345
PRD_0904,HM05,Dresses,Core_Basics,Lyocell (TENCEL),311
PRD_0905,HM03,Dresses,Fast_Track,Poliestere Riciclato,403
PRD_0906,HM05,Dresses,Fast_Track,Cotone Organico,318
PRD_0907,HM06,Outerwear,Fast_Track,Cotone Convenzionale,945
PRD_0908,HM01,Denim,Seasonal,Elastan,662
PRD_0909,HM05,Knitwear,Seasonal,Cotone Organico,448
PRD_0910,HM05,Activewear,Seasonal,Lyocell (TENCEL),241
PRD_0911,HM08,Activewear,Seasonal,Cotone Convenzionale,296
PRD_0912,HM01,Underwear,Fast_Track,Poliestere Riciclato,79
PRD_0913,HM07,Activewear,Core_Basics,Lyocell (TENCEL),204
PRD_0914,HM05,Underwear,Core_Basics,Elastan,99
PRD_0915,HM03,Underwear,Core_Basics,Poliestere Riciclato,77
PRD_0916,HM03,Knitwear,Fast_Track,Cotone Organico,386
PRD_0917,HM01,Knitwear,Core_Basics,Cotone Organico,256
PRD_0918,HM06,Dresses,Seasonal,Poliestere Riciclato,276
PRD_0919,HM04,Outerwear,Fast_Track,Cotone Organico,984
PRD_0920,HM07,Activewear,Seasonal,Elastan,240
PRD_0921,HM06,Denim,Seasonal,Poliestere Riciclato,881
PRD_0922,HM03,Activewear,Seasonal,Cotone Organico,316
PRD_0923,HM06,Activewear,Core_Basics,Elastan,261
PRD_0924,HM05,Outerwear,Fast_Track,Elastan,1253
PRD_0925,HM08,Activewear,Fast_Track,Cotone Convenzionale,216
PRD_0926,HM01,Denim,Fast_Track,Elastan,868
PRD_0927,HM08,Denim,Core_Basics,Cotone Organico,808
PRD_0928,HM05,Underwear,Fast_Track,Elastan,105
PRD_0929,HM06,Denim,Seasonal,Poliestere Riciclato,724
PRD_0930,HM08,Activewear,Fast_Track,Elastan,346
PRD_0931,HM01,Activewear,Core_Basics,Lyocell (TENCEL),225
PRD_0932,HM05,Activewear,Core_Basics,Elastan,317
PRD_0933,HM05,Underwear,Seasonal,Lyocell (TENCEL),97
PRD_0934,HM08,Knitwear,Seasonal,Poliestere Riciclato,346
PRD_0935,HM03,Denim,Core_Basics,Elastan,735
PRD_0936,HM08,Dresses,Core_Basics,Lyocell (TENCEL),420
PRD_0937,HM07,Outerwear,Fast_Track,Lana Riciclata,1259
PRD_0938,HM04,Knitwear,Seasonal,Elastan,334
PRD_0939,HM01,Knitwear,Core_Basics,Cotone Organico,391
PRD_0940,HM08,Knitwear,Fast_Track,Cotone Organico,272
PRD_0941,HM08,Outerwear,Seasonal,Lana Riciclata,1363
PRD_0942,HM04,Underwear,Fast_Track,Lana Riciclata,96
PRD_0943,HM08,Denim,Seasonal,Elastan,871
PRD_0944,HM08,Dresses,Core_Basics,Lyocell (TENCEL),301
PRD_0945,HM04,Activewear,Seasonal,Poliestere Riciclato,230
PRD_0946,HM08,Denim,Core_Basics,Poliestere Riciclato,841
PRD_0947,HM08,Denim,Fast_Track,Cotone Convenzionale,600
PRD_0948,HM05,Underwear,Core_Basics,Cotone Convenzionale,107
PRD_0949,HM04,Outerwear,Fast_Track,Elastan,1448
PRD_0950,HM08,Underwear,Fast_Track,Lana Riciclata,53
PRD_0951,HM07,Outerwear,Core_Basics,Lana Riciclata,1315
PRD_0952,HM01,Outerwear,Fast_Track,Cotone Organico,863
PRD_0953,HM02,Dresses,Core_Basics,Poliestere Riciclato,316
PRD_0954,HM07,Dresses,Fast_Track,Cotone Convenzionale,483
PRD_0955,HM06,Outerwear,Seasonal,Elastan,966
PRD_0956,HM03,Activewear,Core_Basics,Lana Riciclata,293
PRD_0957,HM07,Activewear,Seasonal,Lyocell (TENCEL),221
PRD_0958,HM04,Dresses,Seasonal,Cotone Organico,407
PRD_0959,HM03,Denim,Seasonal,Elastan,812
PRD_0960,HM02,Knitwear,Core_Basics,Poliestere Riciclato,468
PRD_0961,HM06,Outerwear,Seasonal,Poliestere Riciclato,902
PRD_0962,HM01,Knitwear,Seasonal,Poliestere Riciclato,315
PRD_0963,HM05,Denim,Core_Basics,Poliestere Riciclato,665
PRD_0964,HM04,Activewear,Seasonal,Lyocell (TENCEL),222
PRD_0965,HM08,Underwear,Core_Basics,Lana Riciclata,72
PRD_0966,HM05,Dresses,Seasonal,Cotone Convenzionale,415
PRD_0967,HM08,Underwear,Core_Basics,Lyocell (TENCEL),82
PRD_0968,HM08,Denim,Core_Basics,Lyocell (TENCEL),764
PRD_0969,HM08,Underwear,Seasonal,Elastan,59
PRD_0970,HM05,Activewear,Core_Basics,Poliestere Riciclato,320
PRD_0971,HM07,Underwear,Core_Basics,Lana Riciclata,100
PRD_0972,HM01,Denim,Seasonal,Poliestere Riciclato,728
PRD_0973,HM03,Denim,Fast_Track,Poliestere Riciclato,610
PRD_0974,HM05,Dresses,Core_Basics,Cotone Convenzionale,490
PRD_0975,HM05,Outerwear,Fast_Track,Lana Riciclata,994
PRD_0976,HM04,Underwear,Seasonal,Elastan,106
PRD_0977,HM03,Outerwear,Core_Basics,Poliestere Riciclato,1368
PRD_0978,HM05,Underwear,Seasonal,Cotone Organico,52
PRD_0979,HM05,Dresses,Seasonal,Cotone Convenzionale,379
PRD_0980,HM05,Outerwear,Fast_Track,Elastan,1235
PRD_0981,HM05,Outerwear,Fast_Track,Cotone Organico,1464
PRD_0982,HM06,Underwear,Core_Basics,Poliestere Riciclato,60
PRD_0983,HM04,Outerwear,Fast_Track,Cotone Organico,1025
PRD_0984,HM02,Denim,Seasonal,Elastan,730
PRD_0985,HM05,Outerwear,Fast_Track,Cotone Convenzionale,1450
PRD_0986,HM06,Denim,Seasonal,Lana Riciclata,647
PRD_0987,HM05,Knitwear,Seasonal,Elastan,439
PRD_0988,HM04,Denim,Fast_Track,Lana Riciclata,705
PRD_0989,HM02,Dresses,Fast_Track,Elastan,342
PRD_0990,HM02,Denim,Seasonal,Elastan,689
PRD_0991,HM04,Activewear,Seasonal,Lyocell (TENCEL),276
PRD_0992,HM08,Dresses,Seasonal,Lyocell (TENCEL),354
PRD_0993,HM08,Outerwear,Fast_Track,Poliestere Riciclato,1404
PRD_0994,HM06,Underwear,Seasonal,Elastan,105
PRD_0995,HM02,Activewear,Fast_Track,Poliestere Riciclato,223
PRD_0996,HM08,Denim,Fast_Track,Cotone Convenzionale,670
PRD_0997,HM03,Outerwear,Seasonal,Cotone Convenzionale,976
PRD_0998,HM06,Activewear,Fast_Track,Elastan,345
PRD_0999,HM05,Underwear,Core_Basics,Elastan,75
